ID,BARANGAY,DATE COMMITTED,MONTH COMMITTED,DAY COMMITTED,YEAR COMMITTED,TIME COMMITTED,OFFENSE,VICTIMS Age,VICTIMS Gender,SUSPECTS Age,SUSPECTS Gender,VICTIMS COUNT,SUSPECTS COUNT,VEHICLE KIND,LONGITUDE,LATITUDE,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION
627,Santa Lucia,9/3/2023,9,3,2023,1:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,21.0,F,41.0,M,9,1,"CAR,TRUCK",120.554906,15.9720051,30.4,30.0,25.5,2.0,160.0
628,Camantiles,9/6/2023,9,6,2023,16:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,60.0,M,24.0,M,1,1,"CAR,MOTORCYCLE",120.55768,15.993342,2.2,32.8,25.4,4.0,320.0
629,Camantiles,9/6/2023,9,6,2023,16:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,60.0,M,24.0,M,1,1,"CAR,MOTORCYCLE",120.5604534,15.9936234,2.2,32.8,25.4,4.0,320.0
630,Camantiles,9/15/2023,9,15,2023,6:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,32.0,M,60.0,M,2,1,"TRICYCLE,VAN",120.564664,15.992748,0.2,33.8,25.5,2.0,160.0
631,San Vicente,9/16/2023,9,16,2023,19:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,48.0,M,47.0,M,2,1,TRICYCLE,120.5737207,15.9913361,0.0,32.4,26.8,4.0,320.0
632,San Vicente,9/16/2023,9,16,2023,19:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,48.0,M,47.0,M,2,1,TRICYCLE,120.5736621,15.9910751,0.0,32.4,26.8,4.0,320.0
633,Nancamaliran East,9/26/2023,9,26,2023,16:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,27.0,M,47.0,M,1,1,"MOTORCYCLE,TRICYCLE,TRUCK",120.5574691,15.9774809,21.0,32.5,25.0,3.0,340.0
634,Mabanogbog,9/28/2023,9,28,2023,14:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,36.0,M,52.0,M,1,1,"TRUCK,VAN",120.5485122,15.9874419,61.0,34.0,25.3,2.0,90.0
635,Pinmaludpod,9/28/2023,9,28,2023,20:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,24.0,M,54.0,M,1,1,"MOTORCYCLE,TRUCK",120.5405189,15.9778493,61.0,34.0,25.3,2.0,90.0
636,Santa Lucia,10/9/2023,10,9,2023,6:10:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,27.0,F,27.0,M,1,1,CAR,120.5552467,15.9707922,3.0,33.0,26.0,3.0,320.0
637,Pinmaludpod,10/16/2023,10,16,2023,0:00:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,20.0,M,44.0,M,1,1,"MOTORCYCLE,VAN",120.5411284,15.9774988,0.0,34.5,25.0,3.0,180.0
638,Pinmaludpod,10/16/2023,10,6,2023,0:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,20.0,M,44.0,M,1,1,"MOTORCYCLE,VAN",120.5067741,15.9967691,0.0,34.5,25.0,3.0,180.0
639,Nancayasan,10/18/2023,10,18,2023,9:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,54.0,M,40.0,M,1,1,"BUS,CAR",120.5790531,15.959856,0.0,31.5,26.0,2.0,320.0
640,Anonas,10/24/2023,10,24,2023,13:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,18.0,M,67.0,M,1,1,MOTORCYCLE,120.5846453,16.0001739,0.0,33.0,25.5,2.0,160.0
641,Anonas,10/24/2023,10,24,2023,13:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,18.0,M,67.0,M,1,1,MOTORCYCLE,120.5853448,15.9981612,0.0,33.0,25.5,2.0,160.0
642,Poblacion,11/2/2023,11,2,2023,16:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,71.0,F,30.0,M,1,1,TRICYCLE,120.571791,15.9828913,6.0,34.0,25.0,3.0,90.0
643,Nancamaliran East,11/6/2023,11,6,2023,19:40:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,27.0,M,53.0,M,1,1,"MOTORCYCLE,VAN",120.557855,15.9774757,0.0,34.5,25.0,3.0,180.0
644,Anonas,11/18/2023,11,18,2023,22:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,22.0,M,60.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5855715,15.9974603,0.0,30.5,23.4,3.0,160.0
645,Anonas,11/18/2023,11,18,2023,22:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,22.0,M,60.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5859656,15.9962764,0.0,30.5,23.4,3.0,160.0
646,Nancayasan,11/19/2023,11,19,2023,6:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,56.0,M,33.0,M,1,1,"CAR,MOTORCYCLE",120.5807259,15.9604574,0.0,31.5,22.0,3.0,160.0
647,Nancayasan,11/20/2023,11,20,2023,12:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,38.0,M,73.0,M,1,1,"BUS,VAN",120.5795083,15.9600313,0.0,32.0,23.1,3.0,140.0
648,Pinmaludpod,11/20/2023,11,20,2023,17:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,58.0,M,23.0,M,1,1,"CAR,TRUCK",120.5083817,15.9973141,0.0,32.0,23.1,3.0,140.0
649,Nancayasan,11/21/2023,11,21,2023,3:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,18.0,M,23.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5803573,15.9603832,0.0,32.2,23.4,3.0,160.0
650,Nancayasan,11/21/2023,11,21,2023,3:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,18.0,M,23.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5799993,15.9603141,0.0,32.2,23.4,3.0,160.0
651,Nancayasan,11/21/2023,11,21,2023,3:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,18.0,M,23.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.5797238,15.9601964,0.0,32.2,23.4,3.0,160.0
652,Nancayasan,11/26/2023,11,26,2023,8:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,41.0,M,18.0,M,1,1,MOTORCYCLE,120.5785221,15.9597434,0.0,34.4,25.0,3.0,160.0
653,Nancayasan,11/26/2023,11,26,2023,8:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,41.0,M,18.0,M,1,1,MOTORCYCLE,120.5779126,15.9596513,0.0,34.4,25.0,3.0,160.0
654,San Vicente,11/29/2023,11,29,2023,17:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,48.0,F,37.0,M,1,1,TRUCK,120.5736195,15.9908499,0.0,32.2,25.0,2.0,160.0
655,Catablan,12/2/2023,12,2,2023,14:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,40.0,F,23.0,M,2,1,"CAR,MOTORCYCLE",120.4995586,15.976078,0.0,33.0,24.2,3.0,160.0
656,Catablan,12/2/2023,12,2,2023,14:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,40.0,F,23.0,M,2,1,"CAR,MOTORCYCLE",120.4995932,15.9737431,0.0,33.0,24.2,3.0,160.0
657,Catablan,12/2/2023,12,2,2023,14:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,40.0,F,23.0,M,2,1,"CAR,MOTORCYCLE",120.5012633,15.9734943,0.0,33.0,24.2,3.0,160.0
658,Nancayasan,12/2/2023,12,2,2023,3:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,21.0,M,36.0,M,2,1,"MOTORCYCLE,TRUCK",120.5772007,15.9596615,0.0,33.0,24.2,3.0,160.0
